Id,LotFrontage,LotArea,Alley,LotShape,LotConfig,Neighborhood,Condition1,BldgType,OverallQual,RoofStyle,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtCond,BsmtExposure,TotalBsmtSF,HeatingQC,CentralAir,GrLivArea,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,Fence,SalePrice,HouseAge,RecentRemodel,TotalPorchSF,TotalBathAbGr,TotalFinSF,BsmtBath
446,73.0,9855,0,1,2,1,2,0,2,0,0,0.0,2,0,2,2,1,1436,1,1,1689,2,7,1,3,3,480,2,2,1,0,1,127500,53,53,0,1.0,1689,0
717,60.0,10800,1,1,1,3,2,0,3,1,0,0.0,2,0,2,2,1,718,4,1,2554,2,8,0,0,2,704,2,2,0,0,0,159500,117,9,191,1.5,2554,0
845,100.0,12665,1,0,1,3,1,0,2,1,0,0.0,2,0,2,2,1,876,3,1,1416,2,7,1,3,2,720,2,2,1,418,0,153900,93,58,194,1.5,1416,0
1113,73.0,7100,0,0,2,0,2,0,2,1,0,0.0,2,0,2,2,1,816,2,1,816,2,5,0,0,2,308,2,2,1,0,0,129900,49,49,0,1.0,1524,1
859,80.0,10400,0,1,1,0,2,0,3,1,1,189.0,2,0,3,2,1,1090,2,1,1370,2,6,1,2,3,479,2,2,1,0,1,152000,33,33,0,2.0,1370,0
998,0.0,11717,0,0,1,0,2,0,2,0,1,571.0,2,0,2,2,1,1442,2,1,1442,2,6,1,2,3,615,2,2,1,371,0,185000,39,39,0,2.0,1442,0
78,50.0,8635,0,1,1,3,2,0,2,1,0,0.0,2,0,2,2,1,672,2,1,1285,2,6,0,0,2,240,2,2,1,0,1,127000,60,7,0,1.0,1662,1
85,0.0,8530,0,0,1,0,2,0,3,1,1,22.0,2,1,3,2,1,384,3,1,1474,2,7,1,2,1,400,2,2,1,120,0,168500,14,13,72,2.5,1474,0
793,92.0,9920,0,0,0,0,2,0,3,1,0,0.0,3,1,3,2,2,1117,4,1,2013,2,8,1,2,3,455,2,2,1,180,0,269790,11,10,130,2.5,2875,1
83,78.0,10206,0,1,1,0,2,0,3,1,1,468.0,2,1,3,2,1,1563,4,1,1563,3,6,1,3,3,758,2,2,1,144,0,245000,1,1,99,2.0,1596,0
458,0.0,53227,0,0,0,0,2,0,1,0,0,0.0,2,0,3,2,3,1364,4,1,1663,3,6,1,3,3,529,2,2,1,224,0,256000,54,14,137,1.0,2779,1
971,60.0,10800,0,1,1,0,2,0,1,1,0,0.0,2,0,2,2,1,720,2,0,1192,2,6,0,0,0,0,0,0,1,0,0,135000,57,56,0,1.5,1192,0
677,60.0,9600,1,1,1,3,2,0,1,1,0,0.0,2,0,2,1,1,1095,1,0,1774,2,8,0,0,1,779,1,1,0,0,0,87000,106,56,90,2.0,1774,1
939,73.0,8760,0,1,1,2,2,0,3,1,0,0.0,3,1,3,3,1,1391,4,1,1962,3,7,0,0,3,868,2,2,1,0,0,239799,0,0,90,2.5,2426,0
1051,73.0,8993,0,0,1,0,2,0,3,1,0,0.0,3,1,3,2,2,1302,4,1,1302,3,6,0,0,3,436,2,2,1,0,0,176485,0,0,22,2.0,1302,0
437,40.0,4400,0,1,1,3,2,0,2,1,0,0.0,2,0,1,2,1,648,2,1,1118,2,6,0,0,2,440,2,2,1,0,0,116000,86,56,0,1.0,1118,0
645,85.0,9187,0,1,1,0,2,0,4,1,1,162.0,4,1,4,2,1,1766,4,1,1766,4,7,1,3,3,478,2,2,1,195,0,370878,0,0,130,2.5,2887,1
781,63.0,7875,0,1,1,0,2,0,3,1,1,38.0,2,1,3,3,1,1237,3,1,1253,2,6,1,2,3,402,2,2,1,220,0,176000,12,11,21,2.0,1253,0
863,81.0,9672,0,1,2,1,2,0,2,0,0,0.0,2,1,3,2,1,1040,2,1,1097,2,6,0,0,3,480,2,2,1,0,1,152000,26,25,0,2.0,1435,0
1358,0.0,12537,0,0,0,0,2,0,2,1,0,0.0,2,0,2,2,1,1078,4,1,1078,2,6,1,1,3,500,2,2,1,0,0,149900,39,2,0,1.5,1812,1
405,0.0,10364,0,0,1,0,2,0,2,1,0,0.0,2,1,3,2,1,806,3,1,1572,2,7,1,2,1,373,2,2,1,0,0,168000,12,11,40,2.5,1572,0
1271,0.0,23595,0,1,1,0,2,0,3,0,0,0.0,3,1,3,2,3,1332,2,1,1524,3,4,1,2,3,586,2,2,1,268,0,260000,31,31,0,0.5,2782,1
942,0.0,8755,0,0,2,0,0,0,3,1,1,298.0,3,1,3,2,1,992,4,1,2060,3,8,1,2,1,390,2,2,1,0,1,214000,10,10,168,2.5,2832,1
945,0.0,14375,0,0,0,2,2,0,2,1,1,541.0,2,0,2,2,1,819,3,1,1344,3,7,1,3,1,525,2,2,1,0,0,137500,51,51,351,1.0,1809,1
105,0.0,7758,0,1,2,3,2,0,3,1,1,600.0,2,1,2,2,1,1040,4,1,1818,2,7,1,2,2,240,2,2,1,0,0,169500,76,57,184,1.5,2042,0
610,61.0,7943,0,1,1,1,1,0,1,1,1,192.0,2,0,2,2,1,1029,3,1,1029,2,5,0,0,3,261,2,2,1,64,0,118500,46,46,39,1.0,1932,1
1069,42.0,3964,0,1,1,2,2,1,2,1,0,0.0,2,0,3,2,1,942,3,1,2521,2,10,1,3,3,576,2,2,1,728,1,151400,33,33,20,2.5,3358,1
994,68.0,8846,0,1,1,2,2,0,2,1,0,0.0,2,1,3,2,1,750,4,1,1500,3,6,0,0,3,564,2,2,1,0,0,173900,1,0,35,2.5,1500,0
889,95.0,15865,0,0,1,0,2,0,3,0,0,0.0,3,1,2,3,3,2217,4,1,2217,3,8,1,2,3,621,2,2,1,81,0,268000,37,37,431,2.0,3391,1
63,44.0,6442,0,0,1,0,2,1,3,1,1,178.0,3,1,3,3,1,1370,4,1,1370,3,6,1,3,3,484,2,2,1,120,0,202500,1,1,49,2.0,1394,0
282,60.0,7200,1,1,1,0,2,0,2,1,1,68.0,3,1,3,2,1,1262,3,1,1262,3,5,0,0,3,572,2,2,1,0,0,185000,0,0,120,2.0,2167,0
965,80.0,11316,0,1,2,2,2,0,3,1,1,44.0,3,1,3,2,1,817,4,1,1894,3,8,1,3,1,510,2,2,1,0,0,214900,8,7,40,2.5,2518,1
239,93.0,12030,0,1,1,0,2,0,3,0,1,254.0,4,1,4,2,1,1694,4,1,1694,3,7,0,0,3,818,2,2,1,168,0,318000,0,0,228,2.0,1694,0
224,70.0,10500,0,1,2,0,2,0,1,1,0,0.0,2,0,2,2,1,864,3,1,864,2,4,0,0,2,576,2,2,1,216,0,97000,38,38,0,1.0,1568,0
146,24.0,2522,0,1,1,1,2,3,2,1,1,50.0,3,1,3,2,1,970,4,1,1709,3,7,0,0,2,380,2,2,1,0,0,130000,2,0,40,2.0,1709,0
1363,0.0,12513,0,0,2,0,1,0,1,1,0,0.0,2,0,2,1,1,715,3,1,1738,2,7,1,3,3,368,2,2,1,55,0,104900,89,2,0,2.0,1738,0
374,79.0,10634,0,1,1,0,2,0,2,1,0,0.0,2,1,2,2,1,608,2,1,1319,2,5,0,0,3,270,2,2,1,66,1,123000,56,56,0,1.0,1927,1
119,90.0,12376,0,1,2,1,2,0,3,0,0,0.0,2,1,3,2,1,1673,3,1,3222,3,11,1,2,3,594,2,2,1,367,0,320000,20,20,0,3.0,4692,1
1097,60.0,6882,0,1,1,3,2,0,2,1,0,0.0,2,1,2,2,1,684,2,1,1355,3,7,0,0,0,0,0,0,1,136,0,127000,93,1,115,1.5,1355,0
251,55.0,5350,0,0,1,3,2,0,1,1,0,0.0,2,0,2,2,1,728,4,1,1306,1,6,0,0,0,0,0,0,1,263,1,76500,70,44,0,1.0,1306,0
1407,70.0,8445,0,1,2,2,2,0,2,1,0,0.0,2,0,3,2,2,768,2,1,768,2,5,0,0,2,396,2,2,1,58,1,133000,37,2,0,1.0,1424,1
10,50.0,7420,0,1,2,3,1,2,2,1,0,0.0,2,0,2,2,1,991,4,1,1077,2,5,1,2,3,205,3,2,1,0,0,118000,69,58,4,1.0,1928,1
450,50.0,6000,0,1,1,3,2,0,1,1,0,0.0,2,0,2,2,1,649,4,1,1183,2,6,0,0,2,308,2,2,1,0,0,120000,59,5,176,1.5,1514,0
709,65.0,9018,0,0,1,0,2,0,3,0,0,0.0,3,1,3,2,2,728,4,1,1456,3,8,1,3,3,400,2,2,1,100,0,179540,0,0,24,2.5,1456,0
256,66.0,8738,0,0,1,0,2,0,3,1,1,302.0,3,1,3,2,1,975,4,1,2291,3,8,1,2,1,429,2,2,1,192,0,230000,7,7,0,2.5,2291,0
594,0.0,4435,0,1,1,2,2,1,2,1,1,170.0,3,1,3,2,2,848,4,1,848,3,4,0,0,3,420,2,2,1,140,0,140000,6,6,0,1.0,1533,1
390,96.0,12474,0,1,1,0,2,0,4,1,1,272.0,4,1,4,2,2,1682,4,1,2332,4,9,1,4,1,846,2,2,1,196,0,426000,1,0,134,2.5,3612,1
1203,50.0,6000,0,1,2,3,2,0,2,1,0,0.0,2,0,2,2,1,884,4,1,1348,2,5,1,1,2,216,2,2,0,0,0,117000,84,12,208,1.0,1348,1
1169,120.0,13728,0,1,2,1,2,0,2,0,0,0.0,2,0,2,2,1,1127,4,1,2108,3,7,1,2,1,540,2,2,1,0,0,235000,73,22,90,2.0,2734,0
558,60.0,11040,0,1,1,3,2,0,1,1,0,0.0,2,0,2,2,1,637,3,1,1336,2,7,0,0,1,570,2,2,1,0,0,108000,86,56,167,1.5,1973,0
1299,313.0,63887,0,0,2,1,1,0,4,0,1,796.0,4,1,4,2,3,6110,4,1,5642,4,12,1,3,3,1418,2,2,1,214,0,160000,0,0,292,2.5,11286,1
1425,0.0,9503,0,1,1,0,2,0,2,0,0,0.0,2,0,2,2,1,1024,2,1,1344,2,6,1,2,2,484,2,2,1,316,1,144000,49,24,28,1.0,2175,1
461,75.0,8004,0,0,1,0,0,0,3,1,1,110.0,3,1,3,2,1,832,4,1,1935,2,8,0,0,1,552,2,2,1,0,0,263435,0,0,150,2.5,2479,1
724,60.0,8172,0,1,1,1,2,0,1,1,0,0.0,2,1,2,2,1,941,4,1,1470,2,7,0,0,2,548,2,2,1,0,0,135000,54,36,156,2.0,1470,0
1347,0.0,20781,0,0,0,0,2,0,3,0,0,0.0,2,0,2,2,1,1568,2,1,2156,2,9,1,3,3,508,3,2,1,0,0,262500,38,3,370,2.0,2521,0
145,70.0,9100,0,1,1,1,0,1,2,1,1,336.0,2,0,2,2,1,1728,2,1,1728,2,10,0,0,2,504,2,2,1,0,0,125000,43,43,0,2.0,3060,1
502,75.0,9803,0,1,1,0,2,0,3,1,0,0.0,3,1,3,2,1,866,3,1,1768,3,7,0,0,3,603,2,2,1,0,0,226700,3,3,108,2.5,2168,0
1071,72.0,10152,0,1,1,0,2,0,2,0,1,120.0,2,0,2,2,1,1048,2,1,1048,2,6,0,0,3,286,2,2,1,0,0,135000,51,51,212,1.0,1634,1
740,65.0,9313,0,0,1,2,2,0,3,1,0,0.0,3,1,3,2,1,864,4,1,1728,3,7,0,0,3,572,2,2,1,187,0,190000,5,5,56,2.5,1728,0
1350,50.0,5250,1,1,1,3,2,0,3,1,0,0.0,2,0,2,1,1,684,1,0,2358,2,8,0,0,0,0,0,0,1,0,0,122000,136,21,74,2.0,2412,0
732,73.0,9590,0,0,2,2,2,0,3,1,1,442.0,3,1,4,2,2,868,4,1,1146,3,6,1,3,3,438,2,2,1,160,0,187500,4,4,22,2.0,1932,1
540,0.0,11423,0,1,1,2,2,0,3,1,1,479.0,3,1,3,2,2,1581,4,1,1601,3,6,1,2,3,670,2,2,1,180,1,272000,9,8,0,2.0,2959,1
178,0.0,13650,0,1,1,1,2,0,2,1,0,0.0,3,0,2,2,1,1052,4,1,1920,3,8,1,3,3,451,2,2,1,0,0,172500,48,48,0,2.0,2418,1
1409,60.0,7740,0,1,1,3,2,0,1,1,0,0.0,2,0,1,2,1,622,3,1,1363,2,6,0,0,2,528,2,2,1,0,0,125500,100,60,168,1.0,1363,0
698,57.0,6420,0,0,1,1,2,0,2,1,0,0.0,2,1,4,3,1,980,1,1,1148,2,6,0,0,2,308,2,2,1,0,0,123500,54,54,0,1.0,1909,1
1403,64.0,6762,0,1,1,2,2,0,3,1,0,0.0,3,1,3,3,2,1286,4,1,1294,3,6,1,3,3,662,2,2,1,168,0,193879,0,0,55,2.0,1294,0
1023,52.0,9439,0,1,1,3,2,0,2,1,0,0.0,2,0,2,2,1,912,3,1,1248,2,6,0,0,2,160,1,1,1,0,0,87000,77,57,192,1.0,1572,0
1117,0.0,7750,0,1,1,0,2,0,3,0,0,0.0,3,1,3,2,1,408,4,1,1419,3,7,1,2,1,527,2,2,1,120,0,184100,7,7,0,2.5,1772,1
1430,0.0,12546,0,0,2,0,2,0,2,1,1,310.0,3,0,3,2,1,1440,4,1,1440,3,7,1,2,3,467,2,2,1,0,0,182900,26,26,99,2.0,2118,0
1454,90.0,17217,0,1,1,2,2,0,2,1,0,0.0,2,1,3,2,1,1140,4,1,1140,2,6,0,0,0,0,0,0,1,36,0,84500,0,0,56,1.0,1140,0
8,0.0,10382,0,0,2,0,2,0,3,1,1,240.0,2,0,3,2,1,1107,4,1,2090,2,7,1,2,3,484,2,2,1,235,0,200000,36,36,432,2.5,2981,1
821,72.0,7226,0,0,0,2,2,0,3,1,0,0.0,3,1,3,2,1,798,4,1,1640,3,6,0,0,3,595,2,2,1,0,0,183000,5,5,45,2.5,1640,0
668,65.0,8125,0,1,1,1,2,0,2,1,1,258.0,2,1,3,2,1,1408,4,1,1679,3,7,1,1,3,575,2,2,1,224,0,193500,14,10,42,2.0,2817,1
1390,60.0,6000,0,1,1,3,2,0,2,1,0,0.0,2,0,2,3,1,735,4,1,1218,2,6,1,3,2,440,2,2,1,0,0,131000,66,57,0,1.0,1593,1
358,44.0,4224,0,1,1,2,2,1,2,1,0,0.0,2,1,3,2,1,1142,2,1,1142,2,6,1,0,3,528,2,2,1,536,1,134000,31,31,90,1.5,2016,1
784,0.0,9101,0,0,2,2,2,0,2,1,1,104.0,2,1,3,2,2,1097,4,1,1110,3,4,1,2,3,602,2,2,1,303,0,165500,31,31,30,1.0,2207,1
986,68.0,10880,0,1,1,1,2,2,2,1,0,0.0,2,0,2,2,1,1164,2,0,1164,2,5,0,0,2,240,2,2,1,0,0,125000,58,58,48,1.0,2204,1
330,60.0,6402,0,1,2,3,2,0,2,1,0,0.0,2,1,2,2,1,596,2,0,1192,2,6,0,0,2,189,1,1,0,0,1,78000,89,59,137,1.0,1192,0
1445,63.0,8500,0,1,2,2,2,0,3,1,1,106.0,3,1,3,2,2,1422,4,1,1422,3,7,0,0,3,626,2,2,1,192,0,179600,3,3,60,2.0,1422,0
1118,57.0,9764,0,0,2,1,1,0,2,1,0,0.0,2,0,2,2,1,894,4,1,894,3,5,0,0,3,450,2,2,1,0,0,130000,41,5,0,1.0,1596,1
1088,85.0,10574,0,1,1,0,2,0,3,1,0,0.0,3,1,3,2,1,1082,4,1,1953,3,9,1,3,3,1043,2,2,1,160,0,252000,4,3,50,2.5,1953,0
259,80.0,12435,0,1,1,2,2,0,3,1,1,172.0,3,1,3,2,1,963,4,1,1792,3,7,1,2,3,564,2,2,1,0,0,231500,7,7,341,2.5,2153,0
1145,60.0,12180,0,1,1,1,2,2,1,1,0,0.0,2,0,3,2,1,672,1,0,924,1,5,0,0,2,280,2,2,1,0,1,80000,69,60,0,1.0,1272,1
373,50.0,7175,0,1,1,1,2,1,2,1,0,0.0,2,0,3,2,1,744,2,1,752,2,4,0,0,3,264,2,2,1,353,1,125000,26,26,90,1.0,1496,1
1076,75.0,13125,0,1,1,2,2,0,3,1,0,0.0,2,0,2,2,1,800,2,1,1740,2,6,1,3,3,240,2,2,1,0,0,219500,67,23,0,1.5,2150,0
883,0.0,9636,0,0,2,0,2,0,2,1,0,0.0,2,1,3,2,1,808,3,1,1593,2,7,1,2,1,389,2,2,1,342,1,178000,17,16,40,2.5,1593,0
143,71.0,8520,0,1,2,0,1,0,2,1,0,0.0,2,0,2,2,1,910,1,1,1385,2,6,0,0,2,720,2,2,1,0,1,166000,58,58,0,2.0,1892,0
526,62.0,7500,1,1,1,0,2,0,3,1,0,0.0,3,1,3,2,1,1257,4,1,1266,3,6,1,2,3,453,2,2,1,38,0,176000,1,1,144,2.0,1266,0
1108,168.0,23257,0,0,0,0,2,0,3,1,0,0.0,3,1,4,3,1,868,4,1,2021,3,9,1,3,1,422,2,2,1,0,0,274725,0,0,100,2.5,2021,0
1336,80.0,9650,0,1,1,0,2,0,2,1,1,360.0,2,0,3,2,1,1350,2,1,1334,2,6,1,2,3,630,2,2,1,0,0,167900,32,32,16,2.0,2020,1
1092,24.0,2160,1,1,1,0,2,3,3,1,1,212.0,3,1,3,2,1,600,4,1,1252,3,4,0,0,2,462,2,2,1,0,0,160000,9,8,48,2.5,1762,1
1388,60.0,8520,1,1,1,3,1,0,2,1,0,0.0,2,0,2,2,1,714,2,0,2526,3,10,1,3,2,216,2,2,1,88,1,136000,91,57,15,2.0,3240,0
441,105.0,15431,0,1,1,0,2,0,4,0,1,200.0,4,1,4,2,3,3094,4,1,2402,4,10,1,3,3,672,2,2,1,0,0,555000,1,1,242,2.0,4708,1
532,60.0,6155,0,0,3,3,0,0,2,1,0,0.0,2,0,1,1,1,611,4,1,1362,2,6,0,0,2,502,2,1,1,0,0,128000,88,9,84,2.0,1362,0
1170,118.0,35760,0,0,0,0,2,0,4,0,1,1378.0,3,1,4,2,3,1930,4,1,3627,3,10,1,2,3,807,2,2,1,361,0,625000,11,10,76,3.5,5014,1
227,82.0,9950,0,0,1,0,2,0,3,1,1,290.0,3,1,3,2,1,1203,4,1,2520,3,9,1,2,3,721,2,2,1,224,0,290000,12,12,114,2.5,3085,0
1001,74.0,10206,0,1,2,1,2,0,1,0,0,0.0,2,0,0,0,0,0,1,0,944,1,4,0,0,2,528,2,1,1,0,0,82000,57,57,0,1.0,944,0
229,70.0,8521,0,1,2,1,1,0,2,1,0,0.0,2,0,2,2,1,912,2,1,912,2,5,1,1,2,336,2,2,1,0,1,125000,43,43,0,1.0,1754,0
1247,65.0,8125,0,1,1,0,2,0,3,1,0,0.0,3,1,3,2,1,756,4,1,1553,3,6,0,0,3,615,2,2,1,0,0,186500,1,0,45,2.5,1553,0
1320,75.0,10215,0,1,1,1,2,0,1,0,1,132.0,2,1,2,2,1,864,4,1,948,2,5,0,0,3,248,2,2,1,0,0,111000,53,53,0,1.0,1440,0
213,72.0,8640,0,1,1,0,2,0,3,1,0,0.0,2,1,3,2,1,900,4,1,1852,3,7,1,2,3,644,2,2,1,168,0,252678,0,0,108,2.5,2674,1
80,60.0,10440,1,1,2,3,2,0,2,1,0,0.0,2,1,2,2,1,440,3,1,1230,2,5,0,0,2,440,2,2,1,74,1,110000,99,28,128,1.5,1230,0
149,63.0,7500,0,1,1,1,2,0,3,1,1,120.0,2,1,3,2,1,1080,4,1,1080,3,6,0,0,0,0,0,0,1,0,0,141000,4,3,0,1.0,1760,1
815,45.0,8248,1,1,1,1,2,0,2,1,0,0.0,2,0,2,2,1,686,3,1,1250,1,7,0,0,2,280,2,2,0,207,0,116000,88,56,96,1.5,1250,1
1068,80.0,9760,0,1,1,0,2,0,2,1,1,360.0,2,0,2,2,3,780,2,1,1611,2,7,0,0,3,442,2,2,1,328,0,167900,44,44,317,1.5,2391,1
870,80.0,9938,0,1,1,1,2,0,3,1,1,246.0,3,1,3,2,1,1050,4,1,1949,3,8,1,2,3,574,2,2,1,156,1,236000,17,16,90,2.5,2699,1
672,54.0,6629,0,1,1,1,1,0,2,0,0,0.0,2,0,2,2,1,672,2,0,1369,2,6,0,0,2,300,2,2,1,147,0,103600,84,59,0,2.0,1920,1
1125,0.0,9125,0,0,1,0,2,0,3,1,1,170.0,2,1,3,2,1,384,3,1,1482,3,7,1,2,3,392,2,2,1,100,0,163900,15,15,25,2.5,1482,0
556,58.0,6380,0,1,1,3,2,0,2,1,0,0.0,2,0,2,1,1,993,2,1,1048,2,5,1,3,2,280,2,2,1,0,0,113000,84,56,116,1.0,1048,0
865,72.0,8640,0,1,1,0,2,0,3,1,0,0.0,3,1,4,2,1,1372,4,1,1372,3,6,0,0,3,529,2,2,1,0,0,250580,1,0,140,2.0,1372,0
134,0.0,6853,0,0,1,2,2,0,3,1,1,136.0,3,1,4,2,1,1267,4,1,1296,3,6,0,0,3,471,2,2,1,192,0,220000,8,7,25,2.0,2301,1
1080,65.0,8775,0,1,1,2,2,0,2,1,0,0.0,2,1,3,2,1,990,3,1,990,2,5,0,0,3,299,2,2,1,0,0,126000,13,13,64,1.0,1485,0
824,60.0,9900,0,1,1,2,2,0,2,1,0,0.0,2,0,2,2,1,778,2,1,1489,2,7,1,3,2,240,2,2,1,335,1,139500,69,59,0,2.0,1489,0
409,109.0,14154,0,1,2,0,2,0,3,1,1,350.0,3,1,4,3,1,1063,4,1,2172,3,9,1,3,3,947,2,2,1,192,0,280000,1,1,62,2.5,2172,0
983,43.0,3182,0,1,1,0,2,0,3,1,1,16.0,3,1,3,2,2,1266,4,1,1266,3,6,1,3,3,388,2,2,1,100,0,159895,1,1,16,2.0,1266,0
508,75.0,7862,0,0,1,0,2,0,2,1,0,0.0,3,1,3,2,1,1218,4,1,1218,3,4,0,0,3,676,2,2,1,0,0,208300,0,0,102,2.0,1245,0
1151,57.0,8280,0,0,1,0,2,0,2,1,0,0.0,2,0,2,2,1,932,4,1,932,3,4,1,3,3,306,2,2,1,0,1,124000,57,57,214,1.0,932,0
505,24.0,2308,0,1,1,0,2,1,2,1,0,0.0,2,0,2,2,1,855,2,1,1322,2,6,1,1,3,440,2,2,1,260,0,147000,35,35,0,2.5,2074,1
987,59.0,5310,0,1,2,3,1,0,2,0,0,0.0,2,0,2,1,1,485,3,1,1635,3,5,0,0,3,255,1,2,1,394,0,117000,96,3,0,1.0,1635,0
348,0.0,17600,0,0,1,0,2,0,2,1,1,30.0,2,0,2,2,1,1478,4,1,1478,2,6,1,3,3,498,2,2,1,0,0,157500,49,49,40,2.0,2748,1
387,58.0,8410,0,1,2,1,1,0,2,0,0,0.0,2,1,2,2,1,658,2,1,1184,2,8,0,0,0,0,0,0,0,0,0,81000,96,10,151,1.0,1184,0
1,65.0,8450,0,1,1,2,2,0,3,1,1,196.0,3,1,3,2,1,856,4,1,1710,3,8,0,0,3,548,2,2,1,0,0,208500,5,5,61,2.5,2416,1
361,0.0,7540,0,0,0,2,2,0,2,1,0,0.0,2,0,3,2,2,888,4,1,912,2,5,1,2,3,470,2,2,1,0,1,156000,29,29,192,1.0,1685,1
829,0.0,28698,0,0,0,0,2,0,2,0,0,0.0,2,1,2,3,3,1013,2,1,2126,2,7,0,0,3,538,2,2,1,486,0,185000,42,42,225,2.5,3139,1
1380,73.0,9735,0,1,1,2,2,0,2,1,0,0.0,2,1,3,2,1,384,3,1,1394,3,7,0,0,1,400,2,2,1,100,0,167500,2,1,0,2.5,1394,0
476,80.0,8480,0,1,2,1,2,0,2,0,0,0.0,2,0,2,2,1,970,2,1,970,2,5,0,0,2,624,2,2,1,0,0,132500,44,44,216,1.0,1600,1
1248,0.0,12328,0,0,1,2,2,0,2,1,1,335.0,2,0,2,2,2,1012,2,1,1034,2,6,0,0,3,888,2,2,1,0,0,169900,34,34,0,1.0,1573,1
58,89.0,11645,0,0,2,2,2,0,3,1,0,0.0,3,1,3,2,1,860,4,1,1720,3,7,0,0,3,565,2,2,1,0,0,196500,2,2,70,2.5,1720,0
638,50.0,6000,0,1,1,3,2,2,2,1,0,0.0,2,0,2,2,1,811,2,1,1387,3,7,0,0,1,256,2,2,1,0,0,93000,55,55,0,2.0,1387,0
1274,124.0,11512,0,0,2,1,2,0,2,1,1,84.0,2,0,2,2,2,1019,3,1,1357,4,5,1,3,1,312,2,2,1,0,1,177000,49,2,163,1.0,2076,1
1027,73.0,9300,0,1,1,0,1,0,2,1,1,324.0,2,0,2,2,1,1268,2,1,1264,2,6,1,3,3,461,2,2,1,0,0,167500,50,50,143,1.0,1961,1
910,149.0,12589,0,0,1,0,2,0,2,1,0,0.0,3,1,3,2,1,742,4,1,1484,3,8,1,3,3,390,2,2,1,36,0,174000,4,4,24,2.5,1484,0
173,44.0,5306,0,0,1,0,2,1,3,1,0,0.0,3,1,3,3,1,1064,3,1,1767,3,5,1,2,3,504,3,2,1,441,0,239000,19,19,35,2.0,2477,1
451,70.0,5684,0,1,1,3,2,0,2,0,0,0.0,2,0,2,2,1,813,4,1,813,3,5,0,0,2,270,1,1,0,0,0,110000,76,1,113,1.0,813,0
126,60.0,6780,0,1,1,3,2,2,2,1,0,0.0,2,0,2,2,2,520,3,0,754,2,5,0,0,0,0,0,0,0,53,0,84500,71,24,0,1.0,1010,1
935,313.0,27650,0,0,1,0,2,0,3,0,0,0.0,2,0,3,2,3,585,4,1,2069,3,9,1,3,3,505,2,2,1,0,0,242000,48,1,0,2.0,2494,1
531,85.0,10200,0,1,1,2,2,0,2,1,1,219.0,3,0,3,2,2,1461,4,1,1509,3,5,1,1,3,600,2,2,1,224,0,175000,20,19,0,2.0,2292,1
858,65.0,8125,0,1,1,0,2,0,2,1,0,0.0,2,1,3,2,1,702,3,1,1481,2,6,1,2,3,343,2,2,1,0,0,174000,15,14,36,2.5,1481,0
714,60.0,9873,0,1,1,3,0,2,1,1,1,160.0,2,0,2,2,2,960,2,0,960,2,6,0,0,2,576,2,2,1,0,0,129000,36,36,288,1.0,1749,1
91,60.0,7200,0,1,1,0,2,0,1,1,0,0.0,2,0,0,0,0,0,2,1,1040,2,4,0,0,2,420,2,2,1,0,0,109900,56,56,29,1.0,1040,0
1413,60.0,7200,0,1,1,0,2,1,1,1,0,0.0,2,0,0,0,0,0,1,0,1040,2,6,0,0,2,420,2,2,1,0,0,90000,60,59,0,2.0,1040,0
182,54.0,7588,0,1,1,2,2,0,3,1,0,0.0,2,0,1,2,1,793,3,1,1802,2,9,1,3,2,216,1,2,1,0,0,200100,86,56,40,1.5,2154,0
876,75.0,9000,0,1,1,0,2,0,3,1,0,0.0,3,1,3,2,2,1184,4,1,2610,4,11,1,3,1,550,2,2,1,208,0,303477,0,0,364,2.5,2674,0
1152,134.0,17755,0,1,1,1,2,0,2,1,1,132.0,2,0,2,2,1,1466,2,1,1466,1,6,1,3,3,528,2,2,1,0,0,149900,47,47,240,1.5,1642,0
787,60.0,10800,0,1,1,3,1,0,2,1,0,0.0,2,1,1,2,1,686,2,1,1652,2,7,0,0,2,416,2,2,1,0,0,139000,95,60,196,2.0,2338,1
415,59.0,11228,0,0,0,1,2,0,3,1,0,0.0,3,1,3,2,1,1080,4,1,2097,3,9,1,2,3,678,2,2,1,196,0,228000,15,15,187,2.5,2678,1
252,44.0,4750,0,0,1,2,2,1,3,0,1,481.0,3,1,3,2,3,1573,4,1,1625,3,5,1,3,3,538,2,2,1,123,0,235000,1,0,153,2.0,3198,1
70,81.0,15593,0,1,2,0,2,0,3,1,0,0.0,3,0,2,2,1,1304,2,1,2287,2,7,1,2,3,667,2,2,1,0,0,225000,53,53,135,2.0,2890,0
804,107.0,13891,0,1,1,0,2,0,4,0,1,424.0,4,1,4,2,3,1734,4,1,2822,4,12,1,3,1,1020,2,2,1,52,0,582933,1,0,362,3.5,2822,0
132,0.0,12224,0,0,2,0,2,0,2,1,1,40.0,3,1,3,2,1,992,4,1,2054,3,7,1,2,1,390,2,2,1,24,0,244000,9,9,48,2.5,2749,1
301,90.0,15750,0,1,2,2,2,2,2,0,1,56.0,2,0,2,2,1,1165,2,1,1336,2,5,1,3,3,375,2,2,1,0,0,157000,53,53,0,1.0,2177,1
